Symbol,Name,Last Sale,Net Change,% Change,Market Cap
LNZAW,"LanzaTech Global, Inc. Warrant",$0.25,UNCH,--,NA
LSEAW,Landsea Homes Corporation Warrant,$0.15,0.01,7.143%,NA
LTCHW,"Latch, Inc. Warrant expiring 6/4/2026",$0.0834,0.0109,15.034%,NA
LTRYW,"Lottery.com, Inc. Warrants",$0.0258,-0.0077,-22.985%,NA
LUCYW,"Innovative Eyewear, Inc. Series A Warrants",$0.3755,0.062,19.777%,NA
LUNRW,"Intuitive Machines, Inc. Warrants",$0.7299,0.2099,40.365%,NA
LVACU,LAVA Medtech Acquisition Corp. Unit,$10.4101,0.0301,0.29%,NA
LVACW,LAVA Medtech Acquisition Corp. Warrants,$0.0619,0.0019,3.167%,NA
LVOXW,"LiveVox Holdings, Inc. Warrant",$0.2357,UNCH,--,NA
LVRAU,Levere Holdings Corp. Unit,$10.195,-0.0049,-0.048%,NA
LVRAW,Levere Holdings Corp. Warrant,$0.0012,-0.0011,-47.826%,NA
LVRO,Lavoro Limited Class A Ordinary Shares,$5.96,-0.95,-13.748%,NA
LVROW,Lavoro Limited Warrant,$0.73,-0.07,-8.75%,NA
LXP^C,LXP Industrial Trust 6.5% Series C Cumulative Convertible Preferred Stock,$46.95,-0.22,-0.466%,NA
MAA^I,"Mid-America Apartment Communities, Inc. 8.50% Series I Cumulative Redeemable Preferred Stock",$56.1155,UNCH,--,NA
MACAU,Moringa Acquisition Corp Units,$10.26,0.02,0.195%,NA
MACAW,Moringa Acquisition Corp Warrant,$0.13,-0.0013,-0.99%,NA
MAPSW,"WM Technology, Inc. Warrants ",$0.1685,0.0535,46.522%,NA
MARXU,Mars Acquisition Corp. Unit,$10.28,0.06,0.587%,NA
MBINM,"Merchants Bancorp Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock",$26.20,-0.70,-2.602%,NA
MBINN,Merchants Bancorp Depositary Shares Preferred Series C,$21.99,-0.36,-1.611%,NA
MBINO,Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series B  Fixed-to-Floating Rate,$22.35,-0.90,-3.871%,NA
MBINP,Merchants Bancorp 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,$25.30,-0.1834,-0.72%,NA
MBNKP,"Medallion Bank Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F",$25.20,0.19,0.76%,NA
MBTCR,Nocturne Acquisition Corporation Right,$0.16,-0.015,-8.571%,NA
MBTCU,Nocturne Acquisition Corporation Unit,$10.95,0.01,0.091%,NA
MCAAU,Mountain & Co. I Acquisition Corp. Unit,$10.8389,0.2389,2.254%,NA
MCAAW,Mountain & Co. I Acquisition Corp. Warrant,$0.0752,-0.0007,-0.922%,NA
MCACR,Monterey Capital Acquisition Corporation Rights,$0.16,UNCH,--,NA
MCACU,Monterey Capital Acquisition Corporation Unit,$10.4599,0.3999,3.975%,NA
MCACW,Monterey Capital Acquisition Corporation Warrants,$0.08,UNCH,--,NA
MCAFR,Mountain Crest Acquisition Corp. IV Rights,$0.229,0.069,43.125%,NA
MCLDW,mCloud Technologies Corp. Warrants,$0.1002,UNCH,--,NA
MCVT,"Mill City Ventures III, Ltd. Common Stock",$2.3696,-0.0304,-1.267%,NA
MDGSW,Medigus Ltd. Series C Warrant,$0.0558,0.0158,39.50%,NA
MDRRP,"Medalist Diversified REIT, Inc. Series A Cumulative Redeemable Preferred Stock",$24.02,UNCH,--,NA
MDV^A,Modiv Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock,$22.33,-0.8699,-3.75%,NA
MER^K,"Bank of America Corporation Income Capital Obligation Notes initially due December 15, 2066",$25.19,-0.23,-0.905%,NA
MET^A,"MetLife, Inc. Preferred Series A Floating Rate",$23.58,-0.23,-0.966%,NA
MET^E,"MetLife, Inc. Depositary shares, each representing a 1/1000th interest in a share of the Issuera??s 5.625% Non-Cumulative Preferred Stock, Series E.",$24.51,-0.21,-0.85%,NA
MET^F,"MetLife, Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 4.75% Non-Cumulative Preferred Stock, Series F",$21.00,-0.41,-1.915%,NA
METCL,"Ramaco Resources, Inc. 9.00% Senior Notes due 2026",$25.96,0.0601,0.232%,NA
METXW,Meten Holding Group Ltd. Warrant,$0.0375,-0.0026,-6.484%,NA
MFA^B,"MFA Financial, Inc. Preferred Series B",$18.67,-0.2533,-1.339%,NA
MFA^C,"MFA Financial, Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",$19.15,0.04,0.209%,NA
MGR,"Affiliated Managers Group, Inc. 5.875% Junior Subordinated Notes due 2059",$23.04,-0.43,-1.832%,NA
MGRB,"Affiliated Managers Group, Inc. 4.750% Junior Subordinated Notes due 2060",$19.02,-0.275,-1.425%,NA
MGRD,"Affiliated Managers Group, Inc. 4.200% Junior Subordinated Notes due 2061",$16.59,-0.35,-2.066%,NA
MHLA,"Maiden Holdings, Ltd. 6.625% Notes due 2046",$17.10,UNCH,--,NA
MHNC,"Maiden Holdings North America, Ltd. 7.75% Notes due 2043",$18.85,UNCH,--,NA
MINDP,MIND Technology Inc. Series A 9.00% Series A Cumulative Preferred Stock (DE),$7.46,-0.9299,-11.084%,NA
MITAU,Coliseum Acquisition Corp. Unit,$10.23,UNCH,--,NA
MITT^A,"AG Mortgage Investment Trust, Inc. 8.25% Preferred Series A",$17.75,-0.28,-1.553%,NA
MITT^B,"AG Mortgage Investment Trust, Inc. Preferred Series B",$16.80,-0.40,-2.326%,NA
MITT^C,"AG Mortgage Investment Trust, Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock, $0.01 par value per share",$17.85,-0.70,-3.774%,NA
MLACU,Malacca Straits Acquisition Company Limited Units,$10.45,0.03,0.288%,NA
MLACW,Malacca Straits Acquisition Company Limited Warrants,$0.0701,0.0001,0.143%,NA
MLECW,Moolec Science SA Warrant,$0.15,-0.0173,-10.341%,NA
MMVWW,MultiMetaVerse Holdings Limited Warrant,$0.1488,0.0081,5.757%,NA
MNSBP,"MainStreet Bancshares, Inc. Depositary Shares",$25.675,UNCH,--,NA
MNTSW,Momentus Inc. Warrant,$0.0479,-0.002,-4.008%,NA
MOBQW,"Mobiquity Technologies, Inc. Warrant",$0.0352,0.0001,0.285%,NA
MOBVU,Mobiv Acquisition Corp Unit,$10.40,0.0699,0.677%,NA
MOBVW,Mobiv Acquisition Corp Warrant,$0.0575,-0.0121,-17.385%,NA
MPRAU,Mercato Partners Acquisition Corporation Unit,$10.52,0.02,0.19%,NA
MPRAW,Mercato Partners Acquisition Corporation Warrant,$0.15,UNCH,--,NA
MS^A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,$21.10,-0.37,-1.723%,NA
MS^E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,$25.53,-0.17,-0.661%,NA
MS^F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,$25.40,-0.06,-0.236%,NA
MS^I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),$25.30,-0.07,-0.276%,NA
MS^K,"Morgan Stanley Depositary Shares, each representing 1/1,000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock,  Series K",$24.33,-0.37,-1.498%,NA
MS^L,"Morgan Stanley Depositary Shares, each representing 1/1,000th of a share of 4.875% Non-Cumulative Preferred Stock, Series L",$21.43,-0.37,-1.697%,NA
MS^O,"Morgan Stanley Depositary Shares, each representing 1/1,000th of a share of 4.250% Non-Cumulative Preferred Stock, Series O",$18.24,-0.37,-1.988%,NA
MS^P,"Morgan Stanley Depositary Shares, each representing 1/1,000th of a share of 6.500% Non-Cumulative Preferred Stock, Series P",$25.43,-0.27,-1.051%,NA
MSBIP,"Midland States Bancorp, Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A",$25.9501,-0.3999,-1.518%,NA
MSDAU,MSD Acquisition Corp. Unit,$10.20,UNCH,--,NA
MSDAW,MSD Acquisition Corp. Warrant,$0.0081,-0.0024,-22.857%,NA
MSSAR,Metal Sky Star Acquisition Corporation Right,$0.1325,0.0125,10.417%,NA
MSSAU,Metal Sky Star Acquisition Corporation Unit,$10.52,-0.08,-0.755%,NA
MSSAW,Metal Sky Star Acquisition Corporation Warrant,$0.0466,0.0086,22.632%,NA
MTACW,MedTech Acquisition Corporation Warrant,$0.0555,0.0041,7.977%,NA
MTB^H,"M&T Bank Corporation Perpetual Fixed-to-Floating Rate Non-Cumulative Preferred Stock, Series H",$24.4364,-0.4036,-1.625%,NA
MTCN,ArcelorMittal 5.50% Mandatorily Convertible Subordinated Notes due 2023,$71.91,-1.82,-2.468%,NA
MTEKW,Maris-Tech Ltd. Warrants,$0.083,-0.01,-10.753%,NA
MTRYU,Monterey Bio Acquisition Corporation Unit,$10.60,-0.01,-0.094%,NA
MTRYW,Monterey Bio Acquisition Corporation Warrant,$0.0269,0.0057,26.887%,NA
MURFU,Murphy Canyon Acquisition Corp. Unit,$10.35,UNCH,--,NA
MVLAW,Movella Holdings Inc. Warrant,$0.1544,0.0005,0.325%,NA
MVSTW,"Microvast Holdings, Inc. Warrants",$0.1906,-0.0193,-9.195%,NA
MYPSW,"PLAYSTUDIOS, Inc. Warrant",$0.3503,-0.0197,-5.324%,NA
NAMSW,NewAmsterdam Pharma Company N.V. Warrant,$2.03,-0.11,-5.14%,NA
NBSTU,Newbury Street Acquisition Corporation Units,$10.18,UNCH,--,NA
NBSTW,Newbury Street Acquisition Corporation Warrants,$0.043,UNCH,--,NA
NCACW,Newcourt Acquisition Corp Warrant,$0.04,UNCH,--,NA
NCPLW,Netcapital Inc. Warrants,$0.1215,-0.0285,-19.00%,NA
NCV^A,Virtus Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares,$21.66,0.01,0.046%,NA
NCZ^A,Virtus Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares,$21.26,-0.14,-0.654%,NA
NEE^N,"NextEra Energy, Inc. Series N Junior Subordinated Debentures due March 1, 2079",$24.35,-0.37,-1.497%,NA
NEE^Q,"NextEra Energy, Inc. 6.219% Corporate Units",$47.23,-0.37,-0.777%,NA
NEE^R,"NextEra Energy, Inc. 6.926% Corporate Units",$45.18,-0.13,-0.287%,NA
NEOVW,NeoVolta Inc. Warrant,$0.95,0.20,26.667%,NA
NESRW,National Energy Services Reunited Corp. Warrant,$0.3448,UNCH,--,NA
NEWTL,"NewtekOne, Inc. 5.75% Notes due 2024",$24.7767,0.1267,0.514%,NA
NEWTZ,"NewtekOne, Inc. 5.50% Notes Due 2026",$24.51,-0.079,-0.321%,NA
NGL^B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,$24.26,-0.09,-0.37%,NA
NGL^C,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests,$23.81,-0.19,-0.792%,NA
NHICU,NewHold Investment Corp. II Unit,$10.20,UNCH,--,NA
NHICW,NewHold Investment Corp. II Warrant,$0.1001,0.0001,0.10%,NA
NI^B,"NiSource, Inc Depositary Shares representing 1/1,000th ownership interest in a share of 6.50% Series B Preferred Stock and 1/1,000th ownership interest in a share of Series B-1 Preferred Stock",$23.97,-0.25,-1.032%,NA
NIMC,"NiSource, Inc Series A Corporate Units",$102.52,-0.592,-0.574%,NA
NLSPW,NLS Pharmaceutics Ltd. Warrant,$0.14,-0.038,-21.348%,NA
NLY^F,Annaly Capital Management Inc 6.95% Series F,$24.46,-0.63,-2.511%,NA
NLY^G,Annaly Capital Management Inc 6.50% Series G Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,$23.35,-0.45,-1.891%,NA
NLY^I,Annaly Capital Management Inc 6.750% Series I Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,$23.51,-0.39,-1.632%,NA
NM^G,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perpetual Preferred Series G (Marshall Islands),$23.0001,0.6901,3.093%,NA
NM^H,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perp. Preferred Series H%,$22.51,-0.76,-3.266%,NA
NMK^B,"Niagara Mohawk Holdings, Inc. Preferred Stock",$77.2327,0.2327,0.302%,NA
NMK^C,"Niagara Mohawk Holdings, Inc. Preferred Stock",$84.09,-3.46,-3.952%,NA
NNAVW,NextNav Inc. Warrant,$0.70,-0.0501,-6.679%,NA
NOGNW,"Nogin, Inc. Warrant ",$0.0407,-0.0042,-9.354%,NA
NOVVR,Nova Vision Acquisition Corp. Rights,$0.1582,-0.0318,-16.737%,NA
NRACU,Noble Rock Acquisition Corporation Unit,$10.2001,-0.0799,-0.777%,NA
NRACW,Noble Rock Acquisition Corporation Warrant,$0.0949,UNCH,--,NA
NREF^A,"NexPoint Real Estate Finance, Inc. 8.50% Series A Cumulative Redeemable Preferred Stock",$20.58,-0.65,-3.062%,NA
NRSNW,NeuroSense Therapeutics Ltd. Warrant,$0.4101,-0.0899,-17.98%,NA
NRUC,National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes),$23.26,-0.25,-1.063%,NA
NRXPW,"NRX Pharmaceuticals, Inc. Warrant",$0.35,0.002,0.575%,NA
NS^A,Nustar Energy L.P. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,$24.91,-0.18,-0.717%,NA
NS^B,Nustar Energy L.P. 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,$23.59,-0.19,-0.799%,NA
NS^C,Nustar Energy L.P. 9.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,$25.21,-0.22,-0.865%,NA
NSA^A,National Storage Affiliates Trust 6.000% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest (Liquidation Preference $25.00 per share),$23.30,-0.075,-0.321%,NA
NSS,"NuStar Logistics, L.P. 7.625% Fixed-to-Floating Rate Subordinated Notes due 2043",$25.86,-0.05,-0.193%,NA
NTRBW,Nutriband Inc. Warrant,$2.07,UNCH,--,NA
NTRSO,"Northern Trust Corporation Depositary Shares Each Representing a 1/1,000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock",$21.10,-0.46,-2.134%,NA
NVACR,NorthView Acquisition Corporation Rights,$0.1643,0.0043,2.688%,NA
NVACW,NorthView Acquisition Corporation Warrant,$0.105,0.0425,68.00%,NA
NVNOW,enVVeno Medical Corporation Warrants,$0.064,-0.0006,-0.929%,NA
NVVEW,Nuvve Holding Corp. Warrant,$0.0888,-0.0012,-1.333%,NA
NWTNW,NWTN Inc. Warrant,$0.2046,-0.0213,-9.429%,NA
NXDT^A,NexPoint Diversified Real Estate Trust 5.50% Series A Cumulative Preferred Shares ($25.00 liquidation preference per share),$15.74,-0.12,-0.757%,NA
NXGLW,"NexGel, Inc Warrant",$0.195,0.015,8.333%,NA
NXLIW,"Nexalin Technology, Inc. Warrant",$0.094,-0.0357,-27.525%,NA
NXPLW,NextPlat Corp Warrants,$0.448,-0.052,-10.40%,NA
NYCB^A,"New York Community Bancorp, Inc. Depositary shares, each representing a 1/40th interest in a share of Fixed-to-Floating Rate Series A Noncumulative Perpetual Preferred Stock",$22.43,-1.53,-6.386%,NA
NYCB^U,"New York Community Bancorp, Inc. New York Community Capital Tr V (BONUSES)",$41.645,-0.605,-1.432%,NA
NYMTL,"New York Mortgage Trust, Inc. 6.875% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock, $0.01 par value per share",$18.6001,-0.1699,-0.905%,NA
NYMTM,"New York Mortgage Trust, Inc. 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",$21.80,-0.55,-2.461%,NA
NYMTN,"New York Mortgage Trust, Inc. 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",$19.49,-0.475,-2.379%,NA
NYMTZ,"New York Mortgage Trust, Inc. 7.000% Series G Cumulative Redeemable Preferred Stock, $0.01 par value per share",$18.03,-0.07,-0.387%,NA
OABIW,"OmniAb, Inc. Warrant",$0.5702,-0.0498,-8.032%,NA
OAK^A,"Oaktree Capital Group, LLC 6.625% Series A Preferred units",$23.11,-0.2401,-1.028%,NA
OAK^B,"Oaktree Capital Group, LLC 6.550% Series B Preferred Units",$22.84,-0.50,-2.142%,NA
OCAXU,OCA Acquisition Corp. Unit,$10.745,0.515,5.034%,NA
OCAXW,OCA Acquisition Corp. Warrant,$0.0961,0.0097,11.227%,NA
OCCIN,"OFS Credit Company, Inc. 5.25% Series E Term Preferred Stock Due 2026",$22.78,UNCH,--,NA
OCCIO,"OFS Credit Company, Inc. 6.125% Series C Term Preferred Stock",$23.60,-0.15,-0.632%,NA
OCEAW,"Ocean Biomediacal, Inc. Warrants",$0.3548,0.1946,121.473%,NA
OCFCP,OceanFirst Financial Corp. Depositary Shares,$24.95,-0.33,-1.305%,NA
OCS,Oculis Holding AG Ordinary shares,$9.75,-0.34,-3.37%,NA
OCSAW,Oculis Holding AG Warrants,$0.46,UNCH,--,NA
OFSSH,OFS Capital Corporation 4.95% Notes due 2028,$22.40,UNCH,--,NA
OHAAW,OPY Acquisition Corp. I Warrant,$0.1401,-0.0199,-12.438%,NA
ONBPO,"Old National Bancorp Depositary Shares, Each Representing a 1/40th Interest in a Share of Series C Preferred Stock",$24.86,-0.43,-1.70%,NA
ONBPP,"Old National Bancorp Depositary Shares, Each Representing a 1/40th Interest in a Share of Series A Preferred Stock",$24.50,-0.675,-2.681%,NA
ONFOW,Onfolio Holdings Inc. Warrant,$0.14,0.01,7.692%,NA
ONYXW,Onyx Acquisition Co. I Warrant,$0.10,-0.0002,-0.20%,NA
OPINL,Office Properties Income Trust 6.375% Senior Notes due 2050,$18.20,-0.87,-4.562%,NA
OPP^A,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc. 4.375% Series A Cumulative Preferred Stock",$18.00,-0.0784,-0.434%,NA
OPP^B,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc. 4.75% Series B Cumulative Preferred Stock",$19.11,-0.02,-0.105%,NA
ORGNW,"Origin Materials, Inc. Warrants",$0.761,-0.029,-3.671%,NA
ORIAU,Orion Biotech Opportunities Corp. Units,$10.21,UNCH,--,NA
OSAAW,"ProSomnus, Inc. Warrant",$0.1482,UNCH,--,NA
OTECW,OceanTech Acquisitions I Corp. Warrant,$0.0061,UNCH,--,NA
OTMOW,Otonomo Technologies Ltd. Warrant,$0.04,0.0001,0.251%,NA
OTRKP,"Ontrak, Inc. 9.50% Series A Cumulative Perpetual Preferred Stock",$0.88,0.01,1.149%,NA
OXACW,Oxbridge Acquisition Corp. Warrant,$0.07,0.01,16.667%,NA
OXBRW,Oxbridge Re Holdings Limited Warrant expiring 3/26/2024,$0.099,-0.0109,-9.918%,NA
OXLCL,Oxford Lane Capital Corp. 6.75% Notes due 2031,$23.80,0.19,0.805%,NA
OXLCM,Oxford Lane Capital Corp. 6.75% Series 2024 Term Preferred Stock,$24.855,-0.045,-0.181%,NA
OXLCN,Oxford Lane Capital Corp. 7.125% Series 2029 Term Preferred Stock,$23.06,0.07,0.304%,NA
OXLCO,"Oxford Lane Capital Corp. Preferred Stock Shares, 6.00% Series 2029",$22.00,0.25,1.149%,NA
OXLCP,Oxford Lane Capital Corp. 6.25% Series 2027 Term Preferred Shares,$22.90,0.21,0.926%,NA
OXLCZ,Oxford Lane Capital Corp. 5.00% Notes due 2027,$22.8663,UNCH,--,NA
OXSQG,Oxford Square Capital Corp. 5.50% Notes due 2028,$22.36,0.055,0.247%,NA
OXSQL,Oxford Square Capital Corp. 6.50% Notes due 2024,$25.01,-0.0499,-0.199%,NA
OXSQZ,Oxford Square Capital Corp. 6.25% Notes due 2026,$24.25,0.06,0.248%,NA
OXUSW,Oxus Acquisition Corp. Warrant,$0.07,-0.0053,-7.039%,NA
OZKAP,Bank OZK 4.625% Series A Non-Cumulative Perpetual Preferred Stock,$16.76,-0.6056,-3.487%,NA
PACWP,"PacWest Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of 7.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",$24.65,-1.09,-4.235%,NA
PARAP,Paramount Global 5.75% Series A Mandatory Convertible Preferred Stock,$30.31,-1.10,-3.502%,NA
PAVMZ,PAVmed Inc. Series Z Warrant,$0.1961,0.016,8.884%,NA
PAYOW,Payoneer Global Inc. Warrant,$1.20,-0.02,-1.639%,NA
PBAXW,Phoenix Biotech Acquisition Corp. Warrants,$0.045,0.004,9.756%,NA
PBI^B,Pitney Bowes Inc 6.70% Notes Due 2043,$17.67,-0.67,-3.653%,NA
PCCTW,Perception Capital Corp. II Warrants,$0.10,-0.01,-9.091%,NA
PCG^A,Pacific Gas & Electric Co. 6% Preferred Stock,$21.72,-0.23,-1.048%,NA
PCG^B,Pacific Gas & Electric Co. 5 1/2% Preferred Stock,$19.50,-0.22,-1.116%,NA
PCG^C,Pacific Gas & Electric Co. 5% 1st Preferred Stock,$18.28,UNCH,--,NA
PCG^D,Pacific Gas & Electric Co. 5% 1st  Red. Preferred Stock,$17.45,-0.01,-0.057%,NA
PCG^E,Pacific Gas & Electric Co. 5% 1st A Preferred Stock,$17.47,-0.53,-2.944%,NA
PCG^G,Pacific Gas & Electric Co. 4.80% 1st Preferred Stock,$17.00,UNCH,--,NA
PCG^H,Pacific Gas & Electric Co. 4.50% 1st Preferred Stock,$16.5499,UNCH,--,NA
PCG^I,Pacific Gas & Electric Co. 4.36% 1st Preferred Stock,$16.10,UNCH,--,NA
PCGU,Pacific Gas & Electric Co. Equity Unit,$141.44,-1.65,-1.153%,NA
PCTTU,"PureCycle Technologies, Inc. Unit",$7.185,-0.545,-7.05%,NA
PCTTW,"PureCycle Technologies, Inc. Warrant",$2.10,-0.27,-11.392%,NA
PEARW,"Pear Therapeutics, Inc. Warrant",$0.0979,-0.0121,-11.00%,NA
PEB^E,Pebblebrook Hotel Trust 6.375% Series E Cumulative Redeemable Preferred Shares of Beneficial Interest,$19.56,-0.02,-0.102%,NA
PEB^F,Pebblebrook Hotel Trust 6.3% Series F Cumulative Redeemable Preferred Shares of Beneficial Interest,$19.51,-0.24,-1.215%,NA
PEB^G,Pebblebrook Hotel Trust 6.375% Series G Cumulative Redeemable Preferred Shares of Beneficial Interest,$19.30,-0.9225,-4.562%,NA
PEB^H,Pebblebrook Hotel Trust 5.700% Series H Cumulative Redeemable Preferred Shares of Beneficial Interest,$17.35,-0.78,-4.302%,NA
PEGRU,Project Energy Reimagined Acquisition Corp. Unit,$10.27,0.05,0.489%,NA
PEGRW,Project Energy Reimagined Acquisition Corp. Warrant,$0.09,UNCH,--,NA
PEPLW,PepperLime Health Acquisition Corporation Warrrant,$0.099,0.007,7.609%,NA
PETVW,"PetVivo Holdings, Inc. Warrant",$0.4998,-0.0002,-0.04%,NA
PFH,"Prudential Financial, Inc. 4.125% Junior Subordinated Notes due 2060",$18.93,-0.52,-2.674%,NA
PFTAU,Portage Fintech Acquisition Corporation Unit,$10.20,UNCH,--,NA
PFTAW,Portage Fintech Acquisition Corporation Warrant,$0.16,UNCH,--,NA
PFXNZ,PhenixFIN Corporation  5.25% Notes due 2028,$21.60,UNCH,--,NA
PGRWU,Progress Acquisition Corp. Units,$10.38,-0.02,-0.192%,NA
PGRWW,Progress Acquisition Corp. Warrant,$0.0552,0.0002,0.364%,NA
PGYWW,Pagaya Technologies Ltd. Warrants,$0.09,-0.0101,-10.09%,NA
PHUNW,"Phunware, Inc. Warrants",$0.2701,-0.0099,-3.536%,NA
PIIIW,P3 Health Partners Inc. Warrant,$0.1238,UNCH,--,NA
PLAOW,Patria Latin American Opportunity Acquisition Corp. Warrant,$0.1005,-0.0016,-1.567%,NA
PLMIU,Plum Acquisition Corp. I Units,$10.10,UNCH,--,NA
PLMIW,Plum Acquisition Corp. I Warrant,$0.1694,0.0094,5.875%,NA
PLTNR,Plutonian Acquisition Corp. Rights,$0.18,-0.03,-14.286%,NA
PLTNU,Plutonian Acquisition Corp. Unit,$10.40,-0.03,-0.288%,NA
PLTNW,Plutonian Acquisition Corp. Warrant,$0.056,UNCH,--,NA
PLYM^A,"Plymouth Industrial REIT, Inc. 7.50% Series A Cumulative Redeemable Preferred Stock",$25.64,0.3286,1.298%,NA
PMGMU,Priveterra Acquisition Corp. Units,$10.1274,0.0091,0.09%,NA
PMGMW,Priveterra Acquisition Corp. Warrant,$0.0501,-0.0023,-4.389%,NA
PMT^A,PennyMac Mortgage Investment Trust 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Shares of Beneficial Interest,$23.735,-0.355,-1.474%,NA
PMT^B,PennyMac Mortgage Investment Trust 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Shares of Beneficial Interest,$22.80,-0.42,-1.809%,NA
PMT^C,PennyMac Mortgage Investment Trust 6.75% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest,$18.01,-0.74,-3.947%,NA
PNACR,Prime Number Acquisition I Corp. Right,$0.175,-0.035,-16.667%,NA
PNACW,Prime Number Acquisition I Corp. Warrant,$0.0575,UNCH,--,NA
PNFPP,"Pinnacle Financial Partners, Inc. Depositary shares of Pinnacle Financial Partners, Inc., each representing a 1/40th Interest in a share of its 6.75% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series B",$24.08,-1.12,-4.444%,NA
POWWP,"AMMO, Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Stock",$24.90,0.05,0.201%,NA
PPHPR,PHP Ventures Acquisition Corp. Rights,$0.235,UNCH,--,NA
PPHPW,PHP Ventures Acquisition Corp. Warrants,$0.1174,0.0188,19.067%,NA
PPYAW,Papaya Growth Opportunity Corp. I Warrant,$0.085,0.0015,1.796%,NA
PRE^J,"PartnerRe Ltd. 4.875% Fixed Rate Non-Cumulative Redeemable Preferred Shares, Series J",$20.65,-0.40,-1.90%,NA
PRENW,Prenetics Global Limited Warrant,$0.1299,UNCH,--,NA
PRH,"Prudential Financial, Inc. 5.950% Junior Subordinated Notes due 2062",$24.91,-0.14,-0.559%,NA
PRIF^D,"Priority Income Fund, Inc. 7.00% Series D Term Preferred Stock due 2029",$23.889,0.189,0.797%,NA
PRIF^F,"Priority Income Fund, Inc. 6.625% Series F Term Preferred Stock due 2027",$23.46,0.6495,2.847%,NA
PRIF^G,"Priority Income Fund, Inc. 6.25% Series G Preferred Stock Due 2026",$23.56,0.15,0.641%,NA
PRIF^H,"Priority Income Fund, Inc. 6.00% Series H Term Preferred Stock due 2026",$23.50,-0.19,-0.802%,NA
PRIF^I,"Priority Income Fund, Inc. 6.125% Series I Term Preferred Stock due 2028",$21.9299,0.0799,0.366%,NA
PRIF^J,"Priority Income Fund, Inc. 6.000% Series J Term Preferred Stock due 2028",$21.63,0.27,1.264%,NA
PRIF^K,"Priority Income Fund, Inc. 7.000% Series K Cumulative Preferred Stock",$21.05,-0.669,-3.08%,NA
PRIF^L,"Priority Income Fund, Inc. 6.375% Series L Term Preferred Stock Due 2029",$22.66,-0.14,-0.614%,NA
PRLHW,Pearl Holdings Acquisition Corp Warrant,$0.12,UNCH,--,NA
PROCW,"Procaps Group, S.A. Warrants",$0.25,-0.0254,-9.223%,NA
PRSRU,Prospector Capital Corp. Unit,$10.02,0.01,0.10%,NA
PRSRW,Prospector Capital Corp. Warrants,$0.1056,0.0057,5.706%,NA
